StationCode,SampleDate,Volume
307,2002-09-10T07:00:00Z,4.0646809896
306,2002-09-10T07:00:00Z,4.0646809896
305,2002-09-10T07:00:00Z,3.7711015265
308,2002-09-10T07:00:00Z,4.0646809896
314,2002-09-10T07:00:00Z,3.5137522419999994
309,2002-09-10T07:00:00Z,3.1862429291
315,2002-09-10T07:00:00Z,4.8387416307999995
311,2002-09-10T07:00:00Z,4.0646809896
310,2002-09-10T07:00:00Z,3.8211336779
327,2002-09-10T07:00:00Z,4.9011380495
321,2002-09-10T07:00:00Z,3.8958943639
322,2002-09-10T07:00:00Z,4.5123824823
328,2002-09-10T07:00:00Z,3.6339444218
334,2002-09-10T07:00:00Z,4.2535954923
323.1,2002-09-10T07:00:00Z,4.2136272794
335,2002-09-10T07:00:00Z,3.5379056944
329,2002-09-10T07:00:00Z,4.5017434616
326,2002-09-10T07:00:00Z,4.468963776199999
325,2002-09-10T07:00:00Z,4.3545224184
336,2002-09-10T07:00:00Z,3.8369484384000003
337,2002-09-10T07:00:00Z,4.5880057916
339,2002-09-10T07:00:00Z,4.0111983449999995
338,2002-09-10T07:00:00Z,3.3889594046
341,2002-09-11T07:00:00Z,4.1279400316
340,2002-09-11T07:00:00Z,3.3800456304999997
401,2002-09-11T07:00:00Z,3.1991822786000004
404,2002-09-11T07:00:00Z,4.5799546408
403,2002-09-11T07:00:00Z,3.6477463946
405.1,2002-09-11T07:00:00Z,4.497142804
406,2002-09-11T07:00:00Z,4.4059922753
407,2002-09-11T07:00:00Z,3.5344552012
408,2002-09-11T07:00:00Z,4.1250646206
409,2002-09-11T07:00:00Z,4.8272399868
410,2002-09-11T07:00:00Z,3.600014572
401.1,2002-09-11T07:00:00Z,3.9640416046
412,2002-09-11T07:00:00Z,4.1279400316
413,2002-09-11T07:00:00Z,4.4008165355
501.1,2002-09-11T07:00:00Z,5.1521614298
502,2002-09-11T07:00:00Z,3.9482268441
503,2002-09-11T07:00:00Z,3.5540079959999997
504.1,2002-09-11T07:00:00Z,5.1136309224
505,2002-09-11T07:00:00Z,4.4706890228
507,2002-09-11T07:00:00Z,4.4143309672
508,2002-09-11T07:00:00Z,4.0577800032
509,2002-09-11T07:00:00Z,3.6882896896999995
414,2002-09-12T07:00:00Z,4.1745216898
415,2002-09-12T07:00:00Z,3.3691190687
416,2002-09-12T07:00:00Z,3.6954782172
417,2002-09-12T07:00:00Z,4.7582301228
418.1,2002-09-12T07:00:00Z,3.2480642656
604,2002-09-12T07:00:00Z,4.3122538767
603,2002-09-12T07:00:00Z,6.1220375601
602,2002-09-12T07:00:00Z,4.1745216898
601,2002-09-12T07:00:00Z,4.703309772699999
515,2002-09-12T07:00:00Z,4.1745216898
516,2002-09-12T07:00:00Z,4.1745216898
517,2002-09-12T07:00:00Z,4.1745216898
605,2002-09-12T07:00:00Z,4.1745216898
606,2002-09-12T07:00:00Z,3.3029846157
608,2002-09-12T07:00:00Z,4.969285290199999
518,2002-09-12T07:00:00Z,4.9508826597999995
519,2002-09-12T07:00:00Z,4.9175278922
802.1,2002-09-12T07:00:00Z,4.1745216898
510,2002-09-12T07:00:00Z,3.6730500114
511,2002-09-12T07:00:00Z,3.5111643721
512,2002-09-12T07:00:00Z,3.6158293325
513,2002-09-12T07:00:00Z,3.4674581249
804.1,2002-09-16T07:00:00Z,3.2178724501000002
806,2002-09-16T07:00:00Z,3.6448709835999997
807,2002-09-16T07:00:00Z,3.3443905341
808,2002-09-16T07:00:00Z,3.1790544015999997
809,2002-09-16T07:00:00Z,3.2880324785
810,2002-09-16T07:00:00Z,3.404486624
811,2002-09-16T07:00:00Z,3.3357643010999998
812.1,2002-09-16T07:00:00Z,3.3443905341
813,2002-09-16T07:00:00Z,3.3443905341
814,2002-09-16T07:00:00Z,3.4441672958
815.1,2002-09-16T07:00:00Z,3.3443905341
904,2002-09-16T07:00:00Z,3.9907829268999997
905,2002-09-16T07:00:00Z,2.9495966038
906,2002-09-16T07:00:00Z,2.9892772756
909,2002-09-16T07:00:00Z,3.3443905341
910,2002-09-16T07:00:00Z,3.3443905341
911,2002-09-16T07:00:00Z,3.3443905341
912,2002-09-16T07:00:00Z,3.3443905341
902,2002-09-17T07:00:00Z,3.7026667447
915.1,2002-09-17T07:00:00Z,5.1098928881
908,2002-09-17T07:00:00Z,5.2792545959999995
914.1,2002-09-17T07:00:00Z,4.4215194947
913,2002-09-17T07:00:00Z,4.0203996602
903,2002-09-17T07:00:00Z,4.979636769799999
923,2002-09-17T07:00:00Z,5.9135702625999995
920,2002-09-17T07:00:00Z,4.9586462695
921,2002-09-17T07:00:00Z,4.9301797006
919,2002-09-17T07:00:00Z,4.4758647626
922,2002-09-17T07:00:00Z,5.266890328700001
701,2002-09-18T07:00:00Z,4.5313601949
703.1,2002-09-18T07:00:00Z,5.0903400933
704,2002-09-18T07:00:00Z,4.6860573067
705.1,2002-09-18T07:00:00Z,4.6860573067
706.1,2002-09-18T07:00:00Z,4.3898899737
707,2002-09-18T07:00:00Z,4.3804011174
708,2002-09-18T07:00:00Z,4.6860573067
709,2002-09-18T07:00:00Z,5.036282366500001
710,2002-09-18T07:00:00Z,4.8016488289
711.1,2002-09-18T07:00:00Z,5.282705089199999
716,2002-09-18T07:00:00Z,4.3093784657
715,2002-09-18T07:00:00Z,4.1883236626
713,2002-09-18T07:00:00Z,4.851105898099999
712,2002-09-19T07:00:00Z,4.1446174154
735,2002-09-19T07:00:00Z,3.5379056944
736,2002-09-19T07:00:00Z,3.8970445282999995
717,2002-09-19T07:00:00Z,3.924936015
724,2002-09-19T07:00:00Z,3.9269488027
307,2002-10-07T07:00:00Z,3.6943280528
306,2002-10-07T07:00:00Z,4.3576853705
305,2002-10-07T07:00:00Z,4.402254241
308,2002-10-07T07:00:00Z,3.3619305412
314,2002-10-07T07:00:00Z,5.310884117
309,2002-10-07T07:00:00Z,3.9611661935999996
315,2002-10-07T07:00:00Z,4.741552738999999
311,2002-10-07T07:00:00Z,3.9226356861999996
310,2002-10-07T07:00:00Z,3.9683547211
321,2002-10-07T07:00:00Z,3.6995037926
322,2002-10-07T07:00:00Z,5.6346553955999985
328,2002-10-07T07:00:00Z,4.382413905099999
334,2002-10-07T07:00:00Z,4.9468570843999995
323.1,2002-10-07T07:00:00Z,5.2674654109
335,2002-10-07T07:00:00Z,4.1210390452
329,2002-10-07T07:00:00Z,5.3491270833
326,2002-10-07T07:00:00Z,5.3525775765
325,2002-10-07T07:00:00Z,2.9355070898999998
336,2002-10-07T07:00:00Z,3.3596302123999995
337,2002-10-07T07:00:00Z,5.0316817089
339,2002-10-07T07:00:00Z,4.402254241
338,2002-10-07T07:00:00Z,4.402254241
414,2002-10-08T07:00:00Z,4.4028293232
415,2002-10-08T07:00:00Z,4.2133397383
416,2002-10-08T07:00:00Z,3.145699634
417,2002-10-08T07:00:00Z,4.9189655977
418.1,2002-10-08T07:00:00Z,5.9403115849
604,2002-10-08T07:00:00Z,5.6470196629
603,2002-10-08T07:00:00Z,4.8916491932
602,2002-10-08T07:00:00Z,4.954333152999999
601,2002-10-08T07:00:00Z,5.496923208699999
515,2002-10-08T07:00:00Z,4.8916491932
516,2002-10-08T07:00:00Z,5.1889666906
517,2002-10-08T07:00:00Z,5.618553094
504.1,2002-10-08T07:00:00Z,4.8916491932
605,2002-10-08T07:00:00Z,4.8916491932
606,2002-10-08T07:00:00Z,4.2576210677
518,2002-10-08T07:00:00Z,4.6670795941000005
519,2002-10-08T07:00:00Z,5.1403722447
505,2002-10-08T07:00:00Z,4.8916491932
341,2002-10-09T07:00:00Z,3.9913580091
340,2002-10-09T07:00:00Z,5.3364752749
401,2002-10-09T07:00:00Z,4.279474191299999
404,2002-10-09T07:00:00Z,4.662191395399999
403,2002-10-09T07:00:00Z,6.196510705
405.1,2002-10-09T07:00:00Z,4.7705943901
406,2002-10-09T07:00:00Z,3.165827511
407,2002-10-09T07:00:00Z,4.770306849
408,2002-10-09T07:00:00Z,5.5699586481
409,2002-10-09T07:00:00Z,5.1717142246
410,2002-10-09T07:00:00Z,5.3704051246999995
401.1,2002-10-09T07:00:00Z,5.524239613200001
412,2002-10-09T07:00:00Z,4.9655472559
413,2002-10-09T07:00:00Z,4.2711354994
501.1,2002-10-09T07:00:00Z,4.8605947544
502,2002-10-09T07:00:00Z,3.5752860374
503,2002-10-09T07:00:00Z,4.9250039608
507,2002-10-09T07:00:00Z,2.9924402276999995
508,2002-10-09T07:00:00Z,4.4764398448
509,2002-10-09T07:00:00Z,4.461200166499999
510,2002-10-09T07:00:00Z,4.283212225599999
511,2002-10-09T07:00:00Z,4.9462820022
802.1,2002-10-10T07:00:00Z,3.9266612615999996
804.1,2002-10-10T07:00:00Z,3.5744234140999995
806,2002-10-10T07:00:00Z,3.1413865175
807,2002-10-10T07:00:00Z,4.2426689305
808,2002-10-10T07:00:00Z,4.4597624609999995
809,2002-10-10T07:00:00Z,4.3318066715
810,2002-10-10T07:00:00Z,6.1162867380999995
811,2002-10-10T07:00:00Z,4.7438530678
812.1,2002-10-10T07:00:00Z,4.257908608799999
813,2002-10-10T07:00:00Z,4.1644577513
814,2002-10-10T07:00:00Z,3.9062458435
815.1,2002-10-10T07:00:00Z,4.6055457987
904,2002-10-10T07:00:00Z,3.6785132922999995
905,2002-10-10T07:00:00Z,4.1644577513
906,2002-10-10T07:00:00Z,4.2426689305
909,2002-10-10T07:00:00Z,4.0534668867
910,2002-10-10T07:00:00Z,4.2518702457
911,2002-10-10T07:00:00Z,4.3456086443
912,2002-10-10T07:00:00Z,4.4054171931
902,2002-10-15T07:00:00Z,4.719412074299999
915.1,2002-10-15T07:00:00Z,5.2967946031
908,2002-10-15T07:00:00Z,4.983087263
914.1,2002-10-15T07:00:00Z,4.9865377562
913,2002-10-15T07:00:00Z,4.716536663299999
903,2002-10-15T07:00:00Z,4.8605947544
923,2002-10-15T07:00:00Z,5.522514366599999
